Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1655.1445051382589,OUT049
FDW14,1365.7430072077677,OUT017
NCN55,573.683944979429,OUT010
FDQ58,2466.6461463348314,OUT017
FDY38,5869.478403533166,OUT027
FDH56,1929.71690614954,OUT046
FDL48,767.0096625356974,OUT018
FDC48,2163.185702128393,OUT027
FDN33,1525.938715823895,OUT045
FDA36,3103.1869192229783,OUT017
FDT44,1926.1640508656028,OUT017
FDQ56,1361.4555257664156,OUT045
NCC54,574.0116183856228,OUT019
FDU11,2022.3525696951467,OUT049
DRL59,871.2078880718866,OUT013
FDM24,2448.068634079061,OUT049
FDI57,3033.5014724544585,OUT045
DRC12,2953.336319842796,OUT018
NCM42,2901.171147228643,OUT027
FDA46,513.0423055456375,OUT010
FDA31,2831.0466039409457,OUT013
NCJ31,3887.3882589164814,OUT035
FDG52,782.5739428288568,OUT046
NCL19,288.34564881735497,OUT019
FDS10,2995.836838807359,OUT035
FDX22,563.0219208710331,OUT010
NCF19,758.8568932966346,OUT035
NCE06,2545.75861083094,OUT046
DRC27,3949.9614691380534,OUT046
FDE21,1941.218383083841,OUT035
NCR42,131.71309783425005,OUT019
FDX51,2984.428854636374,OUT018
NCR06,621.9832065565969,OUT018
FDU31,5870.711151941047,OUT027
FDU59,2547.530700444442,OUT017
FDR03,5867.130515631463,OUT027
FDS49,2078.5376020603203,OUT027
FDD48,268.372520800486,OUT010
NCF18,3044.9220309941425,OUT017
NCD43,2859.4516651325503,OUT027
NCD54,2118.5661580666333,OUT018
FDY19,268.6047495398874,OUT010
NCY54,2839.030074383567,OUT017
NCL19,2442.6805822130805,OUT018
FDP23,570.8166756863677,OUT010
FDC26,1747.5128327119892,OUT013
FDR14,131.71309783425005,OUT010
NCS41,3124.2262890318334,OUT035
FDF41,3922.327473638641,OUT035
FDU34,2048.361617059912,OUT046
DRH11,959.2959213231933,OUT046
FDM03,1657.5739647949367,OUT013
FDS31,3073.102127794725,OUT017
FDJ20,2002.7251415353667,OUT017
FDV44,5138.7833131189855,OUT027
FDG02,3130.545156186527,OUT049
FDA09,2970.8710825113476,OUT013
FDT04,706.6045282063046,OUT013
FDL58,572.2244455201234,OUT019
FDE52,1384.3259135109686,OUT045
FDW12,2472.127728930345,OUT035
FDL51,3689.1123784525844,OUT017
NCY42,3025.5993614495087,OUT027
FDR07,1542.334989868707,OUT017
FDN40,2461.928589283435,OUT045
FDB35,2694.243302520508,OUT027
FDA22,2551.5481336281405,OUT017
NCL06,4166.375444110225,OUT046
FDI35,3055.6474106943647,OUT013
NCW42,3773.8565828740484,OUT045
NCX06,2993.3620942720754,OUT049
FDC37,2882.893027962744,OUT027
FDZ14,1945.1366522989774,OUT018
DRG49,3934.4651921360964,OUT049
NCG06,4156.777855871938,OUT045
DRC36,2848.29236384666,OUT045
FDV21,280.0398306244915,OUT019
FDB53,2507.9517309271255,OUT046
DRP47,574.0116183856228,OUT019
FDA14,2472.533234670943,OUT013
DRC24,2539.020035283943,OUT035
FDW21,1618.8726736378046,OUT018
NCH29,1543.8122470596354,OUT046
FDU58,3093.3555614957027,OUT013
FDY27,2880.423073206748,OUT017
FDV56,1663.386796095496,OUT035
FDT59,3820.1973263472073,OUT046
FDB23,3760.549547905647,OUT046
FDR49,759.4131782921401,OUT045
FDB03,574.1324136364778,OUT010
FDN39,2618.8414312603277,OUT045
FDX02,5870.711151941047,OUT027
FDQ16,2880.059555109804,OUT027
FDU35,1555.0593513235906,OUT018
NCT29,2014.7234802842095,OUT013
FDZ27,783.0555975115047,OUT046
FDN57,2040.2079692806337,OUT017
FDA03,2431.7439153733176,OUT018
FDZ36,3127.9160270954285,OUT045
NCU05,1410.5189417452877,OUT013
FDT39,2389.524328550017,OUT018
FDK60,1544.0901168604357,OUT017
FDZ25,2798.39361847582,OUT017
FDG12,2068.7063424371077,OUT046
DRB01,510.0876502040156,OUT019
NCC43,5869.478403533166,OUT027
