Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1649.3387615943348,OUT049
FDW14,1364.056239337802,OUT017
NCN55,573.3209040837246,OUT010
FDQ58,2463.5005420998004,OUT017
FDY38,5847.146453330725,OUT027
FDH56,1944.6536746078702,OUT046
FDL48,758.7751344656087,OUT018
FDC48,2163.258984084751,OUT027
FDN33,1515.1898428138365,OUT045
FDA36,3111.4656341370255,OUT017
FDT44,1931.1192741870175,OUT017
FDQ56,1362.5050596994622,OUT045
NCC54,573.3574367504151,OUT019
FDU11,2021.0136906439882,OUT049
DRL59,869.8821975893829,OUT013
FDM24,2452.3540467570397,OUT049
FDI57,3047.8817923296433,OUT045
DRC12,2947.14002691791,OUT018
NCM42,2930.8913764013823,OUT027
FDA46,511.5570764677674,OUT010
FDA31,2840.2898432014294,OUT013
NCJ31,3902.7720221201835,OUT035
FDG52,782.8800613684821,OUT046
NCL19,286.5358590919427,OUT019
FDS10,2994.971572314867,OUT035
FDX22,565.62750812039,OUT010
NCF19,754.6746079847966,OUT035
NCE06,2543.037597372189,OUT046
DRC27,3948.3337961852644,OUT046
FDE21,1956.28272148249,OUT035
NCR42,130.83259959694826,OUT019
FDX51,2986.5432953175286,OUT018
NCR06,613.2059707366218,OUT018
FDU31,5848.412663210727,OUT027
FDU59,2542.1210309932408,OUT017
FDR03,5847.239000140427,OUT027
FDS49,2054.939557705308,OUT027
FDD48,268.3173230508448,OUT010
NCF18,3032.250210708992,OUT017
NCD43,2863.246971002398,OUT027
NCD54,2120.5202858967,OUT018
FDY19,268.92021154283833,OUT010
NCY54,2852.2896883529033,OUT017
NCL19,2430.2133803237502,OUT018
FDP23,570.3258404641379,OUT010
FDC26,1738.065070159827,OUT013
FDR14,130.83259959694826,OUT010
NCS41,3128.995318434536,OUT035
FDF41,3935.293837761692,OUT035
FDU34,2048.400487777662,OUT046
DRH11,966.506050709739,OUT046
FDM03,1648.0143695626828,OUT013
FDS31,3072.7984256974446,OUT017
FDJ20,2002.336971820629,OUT017
FDV44,5195.41506584551,OUT027
FDG02,3126.86493764076,OUT049
FDA09,2982.377921557831,OUT013
FDT04,710.893542708341,OUT013
FDL58,570.8517032692504,OUT019
FDE52,1380.3472417481278,OUT045
FDW12,2477.6953365540658,OUT035
FDL51,3703.083185744549,OUT017
NCY42,3017.440454754194,OUT027
FDR07,1540.1458591846108,OUT017
FDN40,2466.9909489477072,OUT045
FDB35,2681.795736919422,OUT027
FDA22,2540.2711915230784,OUT017
NCL06,4160.101740922193,OUT046
FDI35,3051.361256849969,OUT013
NCW42,3783.9164132576634,OUT045
NCX06,2987.784768428816,OUT049
FDC37,2895.54326609468,OUT027
FDZ14,1952.395966083629,OUT018
DRG49,3919.4836654552028,OUT049
NCG06,4151.977886226186,OUT045
DRC36,2858.5401190429325,OUT045
FDV21,279.5433823645913,OUT019
FDB53,2508.573024212761,OUT046
DRP47,573.3574367504151,OUT019
FDA14,2463.5474697243008,OUT013
DRC24,2541.3853579514994,OUT035
FDW21,1621.9640541454628,OUT018
NCH29,1545.3259496898222,OUT046
FDU58,3102.11613268531,OUT013
FDY27,2897.451565326048,OUT017
FDV56,1659.7541266591395,OUT035
FDT59,3822.585555195592,OUT046
FDB23,3757.7530491474167,OUT046
FDR49,754.7344124668759,OUT045
FDB03,574.3054151640924,OUT010
FDN39,2617.9377727466426,OUT045
FDX02,5847.146453330725,OUT027
FDQ16,2892.4861097510725,OUT027
FDU35,1564.806712583248,OUT018
NCT29,2015.6675559938285,OUT013
