Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1869.9637940943924,OUT049
FDW14,1499.4998031509747,OUT017
NCN55,1856.7550917144636,OUT010
FDQ58,2560.987227925884,OUT017
FDY38,5085.324700578161,OUT027
FDH56,1936.018693327756,OUT046
FDL48,680.390493202608,OUT018
FDC48,2788.8704026440846,OUT027
FDN33,1544.32200218866,OUT045
FDA36,3035.3422480997024,OUT017
FDT44,1995.2586027435864,OUT017
FDQ56,1341.3131327147278,OUT045
NCC54,1830.9643211658313,OUT019
FDU11,2057.1182097186047,OUT049
DRL59,941.4552065733758,OUT013
FDM24,2550.0582831942324,OUT049
FDI57,3038.2208631995813,OUT045
DRC12,2743.2478644865964,OUT018
NCM42,3208.977359976269,OUT027
FDA46,1118.078518491352,OUT010
FDA31,2766.4323779739425,OUT013
NCJ31,3817.4316704993853,OUT035
FDG52,824.0118490405198,OUT046
NCL19,416.96085719485984,OUT019
FDS10,2981.0770667412244,OUT035
FDX22,1448.4148852407707,OUT010
NCF19,1007.4464461523428,OUT035
NCE06,2528.4503322966275,OUT046
DRC27,3773.317514482136,OUT046
FDE21,2002.6419038780468,OUT035
NCR42,-1228.83244409482,OUT019
FDX51,2840.6857129095847,OUT018
NCR06,531.2488831663619,OUT018
FDU31,4866.263557616928,OUT027
FDU59,2674.8582387046863,OUT017
FDR03,4684.391648232638,OUT027
FDS49,2761.174210883629,OUT027
FDD48,-23.08547700408974,OUT010
NCF18,3092.9144388866557,OUT017
NCD43,3119.6771066018127,OUT027
NCD54,2022.8216090862156,OUT018
FDY19,-16.785321453625897,OUT010
NCY54,2796.481222226237,OUT017
NCL19,2046.9998799024893,OUT018
FDP23,1502.5085096323883,OUT010
FDC26,1831.9426579617289,OUT013
FDR14,-951.0431414759939,OUT010
NCS41,3012.142687750346,OUT035
FDF41,3951.908957328671,OUT035
FDU34,1995.114712053797,OUT046
DRH11,987.2399351635779,OUT046
FDM03,1751.9931396151605,OUT013
FDS31,2993.94141250868,OUT017
FDJ20,2110.5922331944726,OUT017
FDV44,4431.6266490889675,OUT027
FDG02,3065.5029099677454,OUT049
FDA09,2881.9328443115023,OUT013
FDT04,715.8137123014424,OUT013
FDL58,2232.5393551812303,OUT019
FDE52,1488.0351318455523,OUT045
FDW12,2501.441257933364,OUT035
FDL51,3497.743615929273,OUT017
NCY42,3681.6112767988566,OUT027
FDR07,1684.1964466421434,OUT017
FDN40,2343.612010579309,OUT045
FDB35,2968.8259735735223,OUT027
FDA22,2743.556074397341,OUT017
NCL06,4034.546500951004,OUT046
FDI35,2879.478894017797,OUT013
NCW42,3375.439020491663,OUT045
NCX06,2937.2063995596977,OUT049
FDC37,3187.5930525057356,OUT027
FDZ14,1758.131923153979,OUT018
DRG49,3886.036370727968,OUT049
NCG06,3895.9075587410775,OUT045
